"artificial_bed_id","code","code2","bed_thickness","gravel_fraction","heterolithic_fraction","gs_category","combined_trend","lam_category","log_ID","element_ID","subset_ID","case_study_ID","system_ID","element_interpret","element_general_type","element_length","element_length_type","element_width","element_width_type","element_thickness","element_thickness_type","data_type","facies_suit_proportions_type","cs_name","cs_age_from","cs_age_to","sys_name","sys_age_from","sys_age_to","palaeo_lat_range","palaeo_latitude","palaeo_lat_hemisphere","sand_fraction","sys_gs_category","age","epoch","period","era","start_ma","end_ma","climate","vegetation","supercontinent_setting","climate_phases","age_order","period_order","era_order","period_color"
12308,"S-F-x","F-x",0.68,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12309,"S-N-m","N-m",1.48,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12310,"S-N-m","N-m",1.29,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12311,"S-N-m","N-m",1.95,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12312,"S-N-m","N-m",0.17,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12313,"S-N-x","N-x",2.04,0,0,"S","N","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12314,"S-N-m","N-m",2.34,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12315,"S-N-m","N-m",0.07,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12316,"S-N-x","N-x",0.44,0,0,"S","N","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12317,"S-N-m","N-m",4.11,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12318,"S-F-m","F-m",0.94,0,0,"S","F","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12319,"S-N-m","N-m",0.39,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12320,"S-F-x","F-x",1.36,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12321,"S-F-x","F-x",1.2,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12322,"S-N-x","N-x",3.04,0,0,"S","N","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12323,"S-N-m","N-m",1.11,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12324,"S-F-x","F-x",0.64,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12325,"S-N-m","N-m",0.2,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12326,"S-N-m","N-m",0.55,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12327,"S-F-x","F-x",0.6,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12328,"S-F-x","F-x",0.7,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12329,"S-N-l","N-l",0.65,0,0,"S","N","l",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12330,"S-N-x","N-x",0.64,0,0,"S","N","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12331,"S-F-x","F-x",0.67,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12332,"S-F-x","F-x",0.26,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12333,"S-F-m","F-m",0.43,0,0,"S","F","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12334,"S-N-x","N-x",2.38,0,0,"S","N","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12335,"S-F-x","F-x",2.9,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12336,"S-N-l","N-l",0.3,0,0,"S","N","l",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12337,"S-N-m","N-m",0.31,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12338,"S-N-m","N-m",0.56,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12339,"S-N-m","N-m",0.05,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12340,"S-N-m","N-m",0.05,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12341,"S-N-m","N-m",0.08,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12342,"S-N-m","N-m",0.08,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12343,"S-N-m","N-m",0.09,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12344,"S-N-m","N-m",0.09,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12345,"S-N-m","N-m",0.11,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12346,"S-N-m","N-m",0.08,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12347,"S-F-x","F-x",1.66,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12348,"S-F-x","F-x",0.18,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12349,"S-F-x","F-x",0.31,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12350,"S-F-x","F-x",0.5,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12351,"S-F-x","F-x",0.51,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12352,"S-N-m","N-m",2.39,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12353,"S-N-m","N-m",1.47,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12354,"S-F-x","F-x",0.86,0,0,"S","F","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12355,"S-N-m","N-m",0.11,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12356,"S-N-x","N-x",1.96,0,0,"S","N","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12357,"S-N-m","N-m",0.35,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12358,"S-N-x","N-x",1.77,0,0,"S","N","x",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12359,"S-N-l","N-l",0.15,0,0,"S","N","l",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12360,"S-N-l","N-l",0.1,0,0,"S","N","l",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12361,"S-N-m","N-m",0.14,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12362,"S-N-m","N-m",1.82,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12363,"S-N-m","N-m",0.19,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
12364,"S-N-m","N-m",0.3,0,0,"S","N","m",2217,4600,1314,408,236,"depositional lobe","terminal deposit",NA,NA,NA,NA,77.7300033569336,"unlimited observed","outcrop","type,grain size,general structures,laminations","Zlin Formation",115,115,"Raca unit turbidite system",115,115,"45-60",NA,"N",1,"sandy system","(Eocene)","Eocene","Paleogene","Cenozoic",56,33.9,"greenhouse","Landplants and grass","Dispersed continental setting","Mesozoic-Cenozoic",94.5,20,6,"#FD9A52"
